time_sec,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,linear_vel_x,angular_vel_z
1.017827188,-0.23021401701603927,0.8181254602871539,0.0,0.0,0.0,-0.9361687443316354,0.3515509666272146,0.0,0.0
1.034181421,-0.23021401701603927,0.8181254602871539,0.0,0.0,0.0,-0.9361687443316354,0.3515509666272146,0.0,0.0
1.069864588,-0.23021401701603927,0.8181254602871539,0.0,0.0,0.0,-0.9361687443316354,0.3515509666272146,0.0,0.0
1.169879558,-0.23021401701603927,0.8181254602871539,0.0,0.0,0.0,-0.9361687443316354,0.3515509666272146,0.0,0.0
2.258144629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.260375463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.262424882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.264347193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.266666158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.269752927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.271722888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.273621421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.275527283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.277382232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.337957961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.437910305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.537913339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.638308484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.738255931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.838250965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.938416885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.038422383,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.138172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.238266013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.338117969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.44096818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.538556661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.638922268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.738413571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.838078288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.937936869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.038229129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.138268484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.238319456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.338604676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.438383478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.539296273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.638091998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.738231965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.838599524,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.938029193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.038013346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.137872086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.238247997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.338697479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.43867456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.537926622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.638473804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.73800962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
