time_sec,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,linear_vel_x,angular_vel_z
0.368399073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.429261267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.527150108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.627944654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.72796826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.826985622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.157365277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.247139969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.326780216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.433348922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.536538274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.632244573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.727843891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.838453831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.930855946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.027048086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.128156019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.227709816,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.329277606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.532966421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.625708005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.728008077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.826640689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.926750666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.030328832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.328827946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.426754548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.529437514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.630486021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.72754024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.827411969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.933709561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.027138305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.129942107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.229086514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.329355345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.429020442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.507882773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.629591417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.728214844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.827349202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.927907932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.027636007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.128805862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.227448779,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.327923953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.427437717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.527645745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.627104883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.727677693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.827287812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.927185269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.026584213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.12664862,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.226917067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.328152525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.42703769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.526798023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.627149736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.72759451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.828102453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.130776821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.229461563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.325845966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.42704987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.527630041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.626620329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.727231125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.827431473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.927104378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.027423163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.127651545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.225893102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.325450196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.427968964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.526222746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.626157133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.729682465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.827002678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.927189298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
